DA 221,2,0,2,6
DA 221M,3,0,0,6
DA 243,3,0,0,6
DA 244,3,0,0,6
DA 526,3,0,0,6
DA 623,3,0,0,6
DA 671,3,0,0,6
DD 111,1,1,4,8
DD 113,0,0,6,6
DD 203,1,0,4,6
DD 212,1,0,4,6
DD 213,2,0,2,6
DD 214,0,0,2,2
DD 215,2,0,2,6
DD 220M,3,0,0,6
DD 302,2,0,2,6
DD 303,0,2,4,8
DD 311,2,0,4,8
DD 312,1,2,0,6
DD 320M,3,0,0,6
DD 324,1,0,4,6
DD 325,0,1,4,6
DD 411,1,3,0,8
DD 499,0,2,12,16
DD 505,3,0,0,6
DD 506,3,0,0,6
DD 507,3,0,0,6
DD 509,3,0,0,6
DD 517,3,0,0,6
DD 521,3,0,0,6
DD 523,3,0,0,6
DD 524,3,0,0,6
DD 532,3,0,0,6
DD 536,3,0,0,6
DD 546,3,0,0,6
DD 547,3,0,0,6
DD 549,3,0,0,6
DD 552,3,0,0,6
DD 554,3,0,0,6
DD 555,3,0,0,6
DD 557,3,0,0,6
DD 605,3,0,0,6
DD 606,3,0,0,6
DD 607,3,0,0,6
DD 705,3,0,0,6
DD 709,3,0,0,6
DD 710,3,0,0,6
EE 102,0,0,3,3
EE 206,3,1,0,8
EE 207,0,0,3,3
EE 213M,3,0,0,6
EE 230,3,1,0,8
EE 250,3,1,0,8
EE 252,3,0,0,6
EE 253,0,0,3,3
EE 313,0,0,3,3
EE 322M,3,0,0,6
EE 332,3,0,0,6
EE 333,0,0,3,3
EE 334,3,0,0,6
EE 335,3,0,0,6
EE 336,3,0,0,6
EE 352,3,0,0,6
EE 360,3,0,0,6
EE 370,3,0,0,6
EE 371,0,0,3,3
EE 381,0,0,3,3
EE 390,2,0,2,6
EE 396,0,0,6,6
EE 399,0,0,0,3
EE 499,0,0,6,6
EE 512,3,0,0,6
EE 515,3,0,0,6
EE 516,3,0,0,6
EE 517,0,0,4,4
EE 518,0,0,4,4
EE 521,0,0,3,3
EE 522,3,0,0,6
EE 525,3,0,0,6
EE 526,3,0,0,6
EE 527,3,0,0,6
EE 533,3,0,0,6
EE 534,0,0,3,3
EE 535,3,0,0,6
EE 540,3,0,0,6
EE 548,0,0,3,3
EE 549,3,0,0,6
EE 553,3,0,0,6
EE 554,3,0,0,6
EE 555,0,0,3,3
EE 557,3,0,0,6
EE 562,3,0,0,6
EE 572,0,0,3,3
EE 580,3,0,0,6
EE 592,3,0,0,6
EE 595H,3,0,0,3
EE 596H,3,0,0,3
EE 602,3,0,0,6
EE 613,3,0,0,6
EE 620,3,0,0,6
EE 622,3,0,0,6
EE 624,3,0,0,6
EE 626,3,0,0,6
EE 632,3,0,0,6
EE 633,3,0,0,6
EE 640,3,0,0,6
EE 643,3,0,0,6
EE 647,3,0,0,6
EE 665,3,0,0,6
EE 674,3,0,0,6
EE 694,3,0,0,6
EE 699,0,0,24,24
HS 107,3,0,0,6
HS 116,3,0,0,6
HS 125,3,0,0,6
HS 128,3,0,0,6
HS 134,3,0,0,6
HS 135,3,0,0,6
HS 136,3,0,0,6
HS 138,3,0,0,6
HS 155,3,0,0,6
HS 156,3,0,0,6
HS 161,3,0,0,6
HS 200,3,0,0,6
HS 207,3,0,0,6
HS 216,3,0,0,6
HS 222,3,0,0,6
HS 232M,3,0,0,6
HS 233,3,0,0,6
HS 235,3,0,0,6
HS 239,3,0,0,6
HS 242,3,0,0,6
HS 244,3,0,0,6
HS 248,3,0,0,6
HS 251,3,0,0,6
HS 252,3,0,0,6
HS 320M,3,0,0,6
HS 503,3,1,0,8
HS 506,3,0,0,6
HS 513,3,0,0,6
HS 517,3,1,0,8
HS 523,3,1,0,8
HS 524,3,1,0,8
HS 525,3,1,0,8
HS 551,3,0,0,6
HS 553,3,0,0,6
HS 556,3,0,0,6
HS 559,3,0,0,6
HS 561,3,0,0,6
HS 563,3,0,0,6
HS 564,3,0,0,6
HS 565,3,0,0,6
HS 603,3,0,0,6
HS 699,0,0,6,6
HS 702,3,0,0,6
HS 703,3,0,0,6
